petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,h_alpha_flux
20.917076,20.761072,18.839838,18.216757,17.653616,2.865191
18.435146,17.245646,16.658316,16.254864,16.105902,367.643097
22.206425,20.088942,18.260384,17.608887,17.254101,5.06285
19.585011,18.010273,17.097151,16.666403,16.355015,23.277235
20.015629,17.788277,16.816578,16.34202,15.948688,31.309601
20.852989,19.223963,17.911766,17.415926,17.166512,2.347761
20.205807,18.438339,17.489605,17.077286,16.727156,7.084846
19.070103,17.918669,17.385008,16.995277,16.908628,240.641571
19.70392,18.031105,16.99605,16.548836,16.123878,30.885344
19.432291,18.47493,17.887747,17.634827,17.674007,77.965981
21.629343,20.081543,18.563057,17.929129,17.446516,0.900743
20.852404,21.444347,18.484919,17.937408,18.862169,9.778743
20.146282,18.396673,17.666296,17.26948,17.028257,189.878464
19.298002,17.952991,17.262602,16.880165,16.634947,166.600418
19.387848,17.738478,17.015633,16.678967,16.436249,13.643304
19.594059,18.468086,17.876263,17.500521,17.346275,167.40654
19.453304,17.9389,17.108877,16.653009,16.352505,213.69014
19.730959,18.084938,17.149334,16.735455,16.460484,11.146986
19.923254,18.574463,17.807154,17.367659,17.061428,242.117081
19.845919,18.725315,17.782757,17.423019,16.954084,13.287126
19.797583,18.39806,17.633806,17.234943,17.040575,39.926151
19.267307,18.482283,17.686752,17.333889,17.105629,82.650383
19.701445,20.31089,18.339365,17.74848,17.48555,10.515262
21.122658,19.028496,17.775692,17.22053,16.940809,34.88871
19.76969,18.65852,17.772041,17.343975,17.116297,131.369766
21.052595,18.554123,17.779867,17.396818,17.248032,69.328125
21.073639,20.651106,19.111326,18.456194,17.869352,4.252309
20.612841,18.985447,17.577362,17.036366,16.669662,16.518713
20.06448,17.810577,17.356571,17.3381,18.473022,43.806461
20.199497,18.543388,17.678368,17.256247,16.936596,20.007725
23.227312,19.932844,18.614532,18.056927,17.827724,4.065795E-4
19.876081,17.663647,16.7591,16.397734,16.214981,78.425568
22.176687,18.974297,17.953114,17.452797,17.287643,231.624771
21.400797,20.53265,18.993113,18.341286,17.836103,4.128281
19.406902,18.254953,17.460295,17.044548,16.761065,320.329193
19.973246,18.914833,17.756674,17.196939,16.993629,32.710663
19.463366,18.201611,17.802162,17.436195,17.520214,115.853104
21.008224,17.835747,17.049528,16.64542,16.515509,9.737743
18.462683,17.432024,17.121946,16.942995,16.785818,230.260086
19.505449,18.251308,17.559484,17.192295,16.862144,31.79211
20.833178,18.757452,17.868378,17.394938,17.155178,2.122904
19.188742,17.987835,17.484865,17.17725,17.005724,236.623138
19.582905,18.154461,17.266979,16.844097,16.710876,1598.1637
19.193293,18.27523,17.834751,17.676794,17.627769,105.701805
20.583118,19.002516,17.647398,17.166658,16.889725,5.588005
21.250313,19.022903,17.725412,17.192266,16.978745,5.318118
19.079901,18.039885,17.523844,17.202112,17.061571,151.4944
21.12195,19.083771,17.77733,17.280277,16.960897,1.652605
19.304766,18.169701,17.666237,17.358648,17.085196,219.769287
21.183687,19.030552,17.768064,17.279985,16.87009,1.440456
20.572529,19.250692,18.6777,18.23303,18.255819,315.811401
20.116219,17.99898,17.378389,17.017866,16.670174,318.013977
18.769442,16.808836,16.362236,16.318378,16.325047,31.000137
20.540739,18.944426,17.775249,17.3251,16.985035,2.350614
20.568966,18.448568,17.453737,16.981291,16.568888,2.39502
18.785551,17.390823,16.65987,16.27602,16.065405,115.26651
19.34251,18.069365,17.293125,16.85397,16.608372,467.746857
18.729521,17.660368,17.214603,16.949856,16.863983,240.791183
18.660915,17.663805,17.315899,17.214388,17.00457,403.532166
23.92205,21.103729,20.348228,23.032478,23.807642,312.936646
18.533365,17.356213,16.867348,16.464445,16.360001,1732.98401
19.808601,17.882679,17.149134,16.79154,16.581987,136.480896
19.158287,17.99061,17.591316,17.351894,17.474571,102.776642
19.817324,18.487152,17.754873,17.303988,17.154318,129.669754
19.484262,17.273424,16.431791,16.025091,15.755283,45.354282
20.713358,19.370211,17.975018,17.527246,17.555229,12.285524
18.347752,17.223394,16.768608,16.524948,16.438131,351.316956
22.839752,18.667582,17.35129,16.887094,16.53763,34.665871
20.97912,18.548635,17.169456,16.687222,16.350067,7.948908
19.526554,18.98724,19.000187,18.911568,18.784615,351.004211
20.075533,18.317331,17.484058,17.092119,16.788416,36.105797
19.972242,18.446451,17.522139,17.195015,16.614456,1.689593
19.457735,17.667688,16.902592,16.499758,16.216347,297.421814
20.229464,18.56214,17.864389,17.533808,17.324659,43.444656
20.335974,18.348566,17.456593,16.975424,16.598419,270.122742
19.044483,17.710064,17.102238,16.717369,16.438328,257.362946
20.140486,18.379908,17.56974,17.136763,16.844755,109.387367
19.418453,17.726805,16.865456,16.424513,16.091682,150.951324
20.022451,18.691113,17.979776,17.521572,17.246706,302.059418
22.945595,21.562664,19.421082,18.866758,18.276155,7.471578
20.041676,18.523876,17.740639,17.315962,16.992075,17.327099
20.30232,18.30534,17.251026,16.8279,16.391399,21.620804
19.246742,18.209568,17.894949,17.750587,17.765501,39.283432
19.279823,17.851545,17.13397,16.74935,16.55674,164.022507
20.252518,18.540133,17.824183,17.509773,17.344421,49.967834
20.282381,17.816578,16.922194,16.502272,16.196022,4.407996
18.650078,17.758099,17.238661,17.033907,17.221071,17.43158
18.22032,17.075542,16.594126,16.350264,16.252913,54.099392
19.318033,18.103661,17.455954,17.083805,16.922445,244.389236
18.732296,17.564379,17.089123,16.756348,16.543524,205.879929
19.518814,18.271698,17.616245,17.291428,17.116652,71.624634
21.115562,18.343349,17.429815,16.958845,16.690554,106.197021
18.997684,17.957344,17.542011,17.239092,17.21633,196.452103
20.420946,18.659872,17.705355,17.257435,16.924417,73.580383
20.424866,18.056557,16.872902,16.433805,16.260939,8.562425
20.173967,18.290749,17.383245,16.947962,16.659231,8.9848
20.430187,18.631739,17.735893,17.209324,16.947985,6.513244
19.302162,17.496782,16.55047,16.083719,15.785896,0.711087
20.76895,19.813955,19.016054,18.666676,18.525694,210.701828
20.122948,18.631277,17.478434,17.051838,16.677427,9.56421
21.15484,18.985336,17.901718,17.385279,17.000957,7.513715
19.898064,18.756298,17.785576,17.335363,17.327538,86.623398
19.539125,18.621906,18.316332,17.978336,17.974974,733.872864
20.189548,18.499802,17.728987,17.26873,16.851551,18.463545
19.969021,19.425259,17.917,17.472927,16.919004,989.608582
19.551502,18.356119,17.618279,17.195816,16.966139,250.22023
19.922256,18.205978,17.382113,16.957672,16.754274,183.5224
20.788433,18.786434,17.844456,17.337961,17.253021,146.118454
19.540253,17.805506,16.878252,16.449341,16.11585,26.792482
19.312759,17.984865,17.146114,16.794172,16.621605,57.506702
18.359346,17.212564,16.674883,16.368017,16.15221,140.080399
20.120504,18.688768,17.487068,17.088266,16.579601,61.964443
20.178442,18.072538,17.101173,16.647459,16.330267,5.986687
19.689146,18.579794,17.815948,17.500435,17.286394,302.415466
18.69923,17.54348,17.156004,16.903316,16.802652,230.876099
19.539331,18.48205,17.595156,17.214529,16.958933,69.686386
20.288834,18.670567,17.819912,17.431614,17.091366,8.97352
20.671724,18.672167,17.503977,16.919189,16.649359,29.728788
19.136667,18.187803,17.69858,17.365736,17.161438,140.349518
20.385748,18.367922,17.423143,17.002035,16.687943,3.194017
18.782475,17.617022,17.045286,16.888279,16.630165,173.806854
19.89155,18.231762,17.340538,16.973204,16.656723,3.583189
20.251131,18.582365,17.768618,17.361263,17.035364,17.480888
19.46455,17.562195,16.673338,16.262983,15.916882,29.891083
18.642052,17.234772,16.55695,16.19446,16.016336,187.021408
18.861368,18.0341,17.569128,17.380619,17.853872,222.52887
19.563122,18.598879,17.787609,17.356197,17.122446,18.454472
20.991816,18.145315,17.070511,16.539362,16.343708,54.263657
19.465176,17.55513,16.545179,16.020666,15.733191,40.839504
19.534929,18.074171,17.279682,16.844357,16.47016,112.942886
19.150383,17.465853,16.519804,16.080238,15.746237,31.981133
20.698013,18.429287,17.54586,17.078016,16.705091,37.302994
20.116098,18.238497,17.352985,16.929741,16.751997,17.817698
21.259077,19.270206,17.665453,17.072008,16.899254,13.907091
20.572803,17.983385,16.924004,16.397799,16.264383,36.69989
19.725519,17.980671,16.994541,16.558153,16.171225,12.853838
19.966398,18.182171,17.347065,16.946787,16.728571,47.323433
19.57333,18.289673,17.504414,17.1096,16.839664,293.024109
19.4653,18.223747,17.516827,17.191696,17.152199,85.071571
19.296328,18.062269,17.442516,17.042179,16.813194,331.944214
18.995457,17.426548,16.652479,16.198935,15.884426,185.243317
20.143723,18.413965,17.665976,17.319466,17.078693,65.570244
19.85906,18.170088,17.240541,16.805672,16.470871,6.117649
19.836594,18.394733,17.077339,16.604897,16.24869,3.696611
21.130138,18.589163,17.684608,17.204706,16.769894,25.04434
18.938217,17.503208,16.713551,16.267756,16.029819,118.926979
19.70179,17.885647,17.0149,16.606737,16.352697,14.072291
19.989487,18.522034,17.737215,17.352966,17.033054,23.425274
18.325191,17.12373,16.594896,16.259872,16.156492,296.233215
19.932119,18.499773,17.723909,17.432968,17.175375,81.571159
18.970242,17.675018,16.980791,16.634533,16.397495,135.8479
20.080988,18.514189,17.585484,17.129738,16.764267,74.000999
20.14757,18.605057,17.552254,16.955101,16.554085,61.719753
18.275858,17.270496,16.929358,16.665751,16.651815,263.473206
19.603523,17.64411,16.544218,16.097187,15.763499,14.600173
19.153091,17.948582,17.386068,17.116573,16.911758,193.980667
19.007698,18.017342,17.442785,17.064371,16.881659,505.677155
19.547886,18.496206,17.887247,17.503321,17.360645,461.182129
19.509706,18.00905,17.278112,16.874821,16.577421,188.809311
19.361122,18.04678,17.290064,16.924374,16.72496,99.045166
19.836096,18.372288,17.499313,17.077188,16.76436,259.968445
19.024134,17.916399,17.56517,17.424168,17.861404,139.638412
18.571291,17.439848,16.948002,16.62874,16.549774,513.534485
19.051464,17.679636,17.245665,17.203741,16.92329,156.075089
18.806313,17.811031,17.183662,16.858181,16.7167,215.162674
18.39212,17.170992,16.706808,16.393198,16.168165,129.146744
21.537758,21.033049,20.46414,20.183905,20.402212,49.288025
19.865271,18.277994,17.444759,17.043362,16.722393,60.224014
19.372366,18.007362,17.255247,16.888493,16.599277,92.24559
18.79229,17.6616,17.192154,16.851522,16.659946,301.343933
20.642342,18.717554,17.544312,17.100281,16.723965,1.387872
19.298433,18.130503,17.578524,17.250937,16.976189,450.075958
18.869287,17.44437,16.628857,16.221962,15.910265,295.126373
19.274811,17.918648,16.92786,16.457233,16.331707,11.561044
20.180096,18.463278,17.316189,16.839428,16.442354,51.484459
19.322165,18.075012,17.419294,17.071629,16.958141,85.461723
21.55114,19.091101,17.726341,17.148066,16.837965,11.405399
21.033127,18.981966,17.791004,17.38312,16.992094,16.234514
20.869663,19.390596,17.972319,17.557413,16.988882,17.857985
18.299055,17.389137,16.965322,16.788773,16.991074,77.68013
19.676331,18.285025,17.402857,16.975752,16.708483,41.190845
23.972404,20.123842,18.404064,17.868553,17.484316,6.072011
19.158089,18.261292,17.581345,17.190187,16.893084,291.078156
22.020948,20.379583,18.685308,18.101892,17.524809,9.903977
20.396971,17.961388,16.925388,16.386065,15.987779,24.16963
18.647938,17.592064,17.172001,16.868,16.928879,273.914948
20.164604,18.74099,17.788227,17.431053,17.051901,44.757011
19.082384,17.578064,16.73922,16.316105,15.985237,118.774048
19.256926,18.092888,17.629139,17.372803,17.167496,419.369965
19.439236,18.126749,17.545481,17.175898,16.965292,424.268921
19.65033,18.495039,17.632685,17.187788,16.851847,65.738037
20.49614,18.531973,17.472214,17.014322,16.631298,9.96532
19.219456,17.398918,16.471684,16.010443,15.739012,80.97818
19.276951,17.809059,17.035082,16.648434,16.363077,57.625515
19.617678,18.016754,17.204084,16.786316,16.42684,145.267944
19.756613,18.058487,17.289614,16.83703,16.438578,117.001015
18.657835,17.346809,16.535316,16.086792,15.933944,89.566994
19.910837,18.427504,17.669186,17.306002,17.109987,169.232025
21.549683,19.650379,18.003399,17.431519,17.154699,6.352301
19.86763,17.963135,17.053591,16.651445,16.314667,8.011197
19.664192,18.156771,17.564264,17.242109,17.153105,33.477875
19.811184,18.344379,17.490524,17.041653,16.701706,135.731812
20.261181,18.496096,17.45019,17.032204,16.711853,5.643517
20.738684,18.661085,17.684013,17.25223,16.900097,3.772423
19.704901,18.496691,17.79158,17.41432,17.220169,344.315155
19.331787,17.608873,16.647455,16.217743,15.859837,17.288366
20.685061,18.94886,17.854774,17.387228,17.027391,23.552061
20.237587,17.909237,16.770075,16.319593,15.970248,10.216489
19.763567,18.520245,17.787386,17.421366,17.235157,184.299469
18.681269,17.557707,17.109951,16.848577,16.76218,23.568861
22.727226,19.477526,17.967953,17.523436,17.22102,6.377856
19.655956,18.732195,17.590891,17.04409,16.535486,12.024184
20.082903,18.904287,17.814285,17.376833,16.970589,85.440186
18.695513,17.502312,17.039623,16.830629,16.787119,234.907684
19.035599,18.072933,17.574179,17.246017,16.980299,333.625977
18.593512,17.693966,17.265282,16.876751,16.834538,115.65683
19.65132,18.462263,17.850805,17.560961,17.365723,112.811218
19.460857,18.275051,17.840017,17.540518,17.41749,96.881325
18.854769,17.740843,17.140236,16.768835,16.529234,400.121338
18.975327,17.829725,17.387264,17.078304,16.9891,186.734909
20.302792,19.619465,17.984171,17.394207,16.892323,0.101773
18.442934,17.372936,16.836761,16.51375,16.315582,201.526016
21.637016,18.511909,17.303658,16.823656,16.494219,9.433122
19.598328,18.161768,17.314735,16.858696,16.56279,130.145752
19.760155,18.296446,17.56068,17.167395,16.929354,233.554184
22.594221,21.038057,19.274502,18.604237,18.258213,5.382129
20.123123,18.561028,17.49317,17.067511,16.722479,15.13932
18.647686,17.435928,16.858021,16.532928,16.26973,95.164703
19.252544,17.34845,16.440681,16.029835,15.691411,19.995453
19.855692,18.406891,17.730192,17.379934,17.209625,181.258316
19.521393,17.744051,16.863169,16.459103,16.160858,16.198969
20.345348,18.652222,17.849047,17.4526,17.196711,45.242878
21.132776,20.573572,18.68416,18.110964,17.931459,7.037701
19.744408,18.222006,17.300138,16.83074,16.645679,450.391022
21.681887,20.374273,18.784323,18.235289,17.752243,6.692675
19.837971,18.274845,17.524181,17.131447,17.025698,38.330608
21.073126,18.771301,17.422062,16.91082,16.567333,5.432809
20.627445,18.692915,17.627008,17.184902,16.888418,6.958476
20.598505,18.332973,17.107706,16.627531,16.272928,33.510513
20.191927,18.326231,17.514626,17.136482,16.861319,5.723953
20.35795,18.665867,17.821978,17.399015,17.1709,204.295654
21.906878,21.006668,18.837561,18.236458,17.687225,2.030031
21.755281,20.772579,19.126783,18.338009,17.995136,2.894058
20.134493,18.440329,17.319811,16.878521,16.453609,0.944583
19.514029,18.385506,17.841829,17.531158,17.53928,127.305763
22.3986,20.318439,18.622066,18.05064,17.627781,0.335857
19.893608,18.66255,17.660454,17.292238,17.198326,13.323242
25.43635,23.618176,20.504778,19.467028,19.170883,0.105139
19.279018,18.178865,17.658148,17.295879,17.11484,500.873657
19.364843,17.425617,16.494818,16.065145,15.710303,24.561249
20.159147,18.281485,17.203522,16.759565,16.348969,7.234249
18.506981,17.390057,17.008051,16.655586,16.54863,871.283203
20.337008,17.626888,16.42782,16.100294,15.565815,34.17955
19.944029,18.443163,17.224865,16.721571,16.317457,23.136385
18.46743,17.18063,16.626207,16.207779,15.995353,163.936279
20.293392,18.331171,17.269251,16.810862,16.458569,24.512037
20.348314,18.725578,17.889963,17.59219,17.204355,40.84317
18.722601,17.582438,17.201986,17.046698,16.879833,110.440636
20.419903,18.770658,17.714218,17.28826,16.880737,9.19604
18.660179,17.693558,17.285021,17.000437,16.942116,222.838013
20.099669,18.633633,17.789152,17.295244,17.174446,174.620789
19.28367,17.789789,16.958899,16.530487,16.181797,143.510483
19.178545,17.906208,17.217083,16.776447,16.589422,435.409058
20.500561,18.859896,17.834854,17.274708,16.898523,143.698059
19.999899,19.077902,17.985519,17.472944,17.467566,59.315109
19.431263,17.808735,16.905781,16.368793,16.012041,64.064217
22.153051,19.111519,17.841337,17.332718,16.959793,3.469883
18.381147,17.16531,16.459444,16.064619,15.852747,252.240982
20.685217,18.285908,17.647532,17.23871,17.080736,74.35321
19.660471,18.129768,17.390997,17.017923,16.793133,52.262135
20.254572,18.663347,17.778818,17.399929,17.02795,22.750559
19.860342,18.553955,17.645086,17.201523,17.068092,50.626289
19.192169,18.590523,18.08102,17.931925,17.490337,1197.62817
20.294012,18.436514,17.525299,17.170273,16.879499,6.126112
19.533129,18.294142,17.64563,17.24827,16.986189,373.075531
19.487385,18.180326,17.531338,17.18984,16.928576,73.558205
21.695869,18.998991,17.694746,17.177671,16.849802,6.578183
20.937178,19.18153,17.840824,17.402779,17.126078,12.928419
19.380299,17.941275,17.188713,16.791182,16.522625,91.375183
22.40538,19.055893,17.890717,17.250433,17.043608,20.282185
18.746431,17.73234,17.198027,16.860926,16.72364,2255.69312
19.07181,18.480234,17.713453,17.314676,17.363562,76.408592
18.691084,17.583576,17.008204,16.578625,16.494957,290.141022
20.11286,18.177271,17.008402,16.495491,16.052881,5.741846
20.135599,18.953051,17.928825,17.345106,17.011993,59.377201
19.656593,17.648325,16.682249,16.207064,15.829304,16.284033
20.317768,18.819727,17.906837,17.380108,17.053045,234.373352
19.370266,18.526594,17.930058,17.788979,18.520868,19.000185
19.890173,18.687752,17.76046,17.287571,16.934271,37.988449
21.115206,20.788395,18.919977,18.309536,18.063688,0.408222
20.229822,18.922802,17.54755,17.01775,16.556705,2.320016
20.079287,18.110321,17.088058,16.604992,16.236502,17.713921
18.109833,16.996542,16.477112,16.136633,16.037867,158.506195
18.512312,17.277121,16.645603,16.315519,16.161844,81.00856
19.309025,17.709578,16.978235,16.635902,16.391987,6.372771
18.033421,16.948957,16.562819,16.293613,16.179512,694.886597
18.37911,17.440855,17.222332,17.093307,16.938999,261.929626
20.22167,18.441269,17.605686,17.126591,16.733894,222.605362
21.707268,20.201603,18.569016,17.981745,17.608585,31.456511
19.912809,18.799576,17.83672,17.372379,17.234507,226.762589
19.950613,18.610987,17.371986,16.845242,16.612803,11.748229
19.083063,17.707907,16.950008,16.543449,16.285055,145.5672
20.653006,18.944778,17.637024,17.134626,16.829849,6.562683
19.996056,18.789804,17.808533,17.415037,16.999054,44.891621
19.461676,18.048601,17.430361,17.040426,16.727522,33.221832
19.844061,18.561678,17.437395,16.954489,16.595875,20.95137
19.873728,18.56102,17.604942,17.150637,16.791225,53.98085
19.196743,18.170317,17.649168,17.249218,17.073038,978.960144
19.614449,17.566872,16.634171,16.21343,15.853638,33.168686
17.985744,17.054535,16.656879,16.391661,16.181503,1919.12024
18.706171,17.663498,17.373163,17.131096,16.945755,1180.11707
18.502878,17.51981,17.093626,16.826336,16.772257,91.791687
19.61904,18.595964,17.754726,17.381838,17.134743,73.389267
21.132084,18.559952,17.678207,17.323006,17.118937,6.217916
19.083593,17.712042,17.058716,16.693338,16.41987,149.921844
21.801075,19.316799,17.591015,16.78681,16.570457,14.06863
19.982256,18.331095,17.61977,17.161467,16.96166,489.621307
19.184114,17.954157,17.452314,17.120914,17.179094,75.055298
21.193754,18.707268,17.37681,16.799841,16.470234,33.026531
20.831608,18.726509,17.677622,17.212179,16.845282,14.550582
19.692142,18.048485,17.016918,16.53524,16.25922,32.952209
21.328459,18.552788,17.498121,17.036411,16.756151,12.461862
19.220098,17.456078,16.523691,16.103607,15.782645,22.763044
19.073183,17.643906,16.883543,16.459661,16.170929,297.778442
20.609791,18.677803,17.887163,17.188164,16.922043,225.435287
21.455862,18.642958,17.402096,16.79365,16.5772,21.577829
18.983171,17.490557,16.882,16.551519,16.187872,43.923306
20.211119,20.187544,18.392805,17.921144,17.51655,8.921421
24.319635,20.958752,19.178707,18.482494,18.066271,99.415932
19.61006,18.055746,17.103298,16.689058,16.39859,104.715523
20.334976,18.476736,17.3892,16.994884,16.638565,0.587212
20.509697,18.052359,17.062302,16.579491,16.44729,17.282263
20.574356,18.462358,17.308002,16.806414,16.389549,25.359026
18.83416,17.491034,16.826448,16.41684,16.093277,168.45491
18.94677,17.371347,16.604193,16.20451,15.934419,268.015656
19.921158,18.574326,17.671564,17.193859,16.854925,242.834412
18.42094,17.419619,17.084846,16.864594,16.622915,110.824974
19.061686,17.987598,17.547371,17.391994,17.318575,174.674408
18.922779,17.344221,16.554924,16.17412,15.78837,23.742609
18.81843,17.712404,17.227951,16.933384,16.57696,394.994629
20.054562,18.643385,17.871775,17.433098,17.08279,214.263489
19.833549,18.457354,17.646099,17.266266,16.946543,22.516483
18.776512,17.347153,16.626114,16.233789,15.963114,215.162842
19.879654,18.259901,17.525034,17.125402,16.854647,59.558044
19.822567,18.165686,17.299696,16.917002,16.579512,8.239346
18.732159,17.641035,17.18716,16.851995,16.659853,554.092407
18.794811,17.320526,16.70043,16.359062,16.124481,82.750755
20.494062,18.951677,17.663588,17.157152,16.77751,20.435272
19.605928,17.978159,17.224606,16.80784,16.514,116.639915
19.973028,18.098768,17.208143,16.727791,16.348095,21.045229
20.03121,18.158239,17.154573,16.693701,16.347181,52.699459
19.489792,18.046129,17.601215,17.353268,17.472101,73.334511
19.960405,18.561617,17.633148,17.233805,16.836607,4.0706
20.397997,18.560028,17.429977,16.950878,16.673542,15.001567
18.801941,17.312494,16.587654,16.215216,15.940455,197.083298
18.396984,17.184376,16.650707,16.270823,16.041529,2167.01953
19.04418,17.752048,16.961878,16.507845,16.227451,166.975555
18.367241,17.127687,16.671608,16.301668,16.166708,641.119385
19.777096,18.281466,17.130455,16.651274,16.328697,2.699708
20.70717,18.689398,17.654499,17.209908,16.871008,13.745711
20.074793,18.613752,17.713644,17.258894,16.925257,38.372028
19.675205,17.96504,17.185751,16.844957,16.609447,3.55012
19.168289,17.451685,16.480558,16.062622,15.796408,9.751845
19.696829,19.078646,18.632917,18.389376,17.951796,446.993713
19.195827,17.946115,17.145971,16.764881,16.474344,94.783707
22.484051,25.10552,19.129164,18.499601,18.190561,4.398412
19.073326,17.619566,16.824326,16.429642,16.16596,21.799768
20.330385,18.807552,17.396549,16.877226,16.465876,7.464187
20.504456,18.161396,16.687563,16.16629,15.789432,14.542645
21.837017,19.265324,17.91988,17.402697,17.060408,23.432356
20.641098,20.245857,19.749859,20.18988,19.822784,476.020142
20.01433,18.329731,17.269876,16.822279,16.43384,8.595517
18.94276,17.987373,17.448668,17.023174,16.862442,919.356445
21.262161,19.619661,17.953636,17.343607,16.927692,120.79467
19.031416,17.496918,16.91185,16.499451,16.307524,206.21257
19.730949,17.708282,16.83194,16.391451,16.04203,99.400055
20.794096,19.232536,17.788576,17.218332,16.829401,3.417222
20.671837,18.293467,17.663721,17.155411,17.354116,29.846605
20.591932,18.657963,17.438192,16.946222,16.510265,11.443707
19.89859,17.998888,16.870953,16.385674,15.992088,23.060123
25.317839,20.779772,19.049864,18.344477,18.045479,21.618338
19.519304,17.879436,17.081369,16.674984,16.401424,152.887283
19.049505,18.033907,17.632801,17.313931,17.323069,369.263672
19.144705,18.259792,17.820456,17.588169,17.369463,225.586929
22.68652,19.622749,18.05257,17.471758,17.23996,2441.64966
18.88868,18.022619,17.726147,17.516283,17.612894,243.665329
21.338335,19.457197,17.803938,17.256416,16.820456,5.780227
22.244635,20.413654,18.647848,18.088243,17.853643,1.623741
19.484762,18.737423,18.45759,18.116627,17.956512,583.623657
18.23027,16.959,16.42251,16.123085,15.855614,245.318039
19.461346,17.90568,17.266863,16.871359,16.488205,89.142654
19.391426,17.889202,17.208092,16.829672,16.56711,67.495514
20.494007,18.687113,17.717686,17.273956,16.887985,16.866095
20.636391,18.468168,17.553967,17.118629,16.726082,87.070313
18.836094,17.721394,16.824829,16.397303,16.184414,1257.74744
18.964956,17.555416,16.826485,16.404339,16.135132,348.683899
20.309189,18.316273,17.462833,17.103218,16.778009,5.063453
19.058311,17.331703,16.4512,16.01236,15.653912,86.143211
19.386953,17.498337,16.784727,16.300617,16.21483,211.471283
20.608992,18.460293,17.713644,17.234198,16.957407,298.085632
20.06789,18.242798,17.381865,16.983622,16.634653,29.998882
19.652185,17.686703,16.758625,16.364252,16.050114,27.834122
19.963223,18.316862,17.324852,16.94281,16.618258,9.448155
18.916521,17.332979,16.663862,16.365984,16.102076,7.636164
19.757891,17.889475,16.950912,16.480331,16.138159,36.304638
19.437359,18.126169,17.291176,16.793015,16.3643,108.783089
20.563738,18.601723,17.785975,17.438354,17.140512,37.4613
18.851791,17.509426,16.798992,16.41787,16.192472,144.531906
19.398994,18.04681,17.475359,17.122791,16.954687,615.393127
22.540783,19.12937,17.828901,17.337893,17.026184,107.015762
20.393257,18.841219,17.795273,17.381718,17.054197,4.883711
20.283669,18.347424,17.153339,16.685369,16.306686,16.524387
19.73646,19.897177,18.513527,18.084087,17.521584,5.16331
19.082254,17.441648,16.668844,16.274311,16.017965,215.87204
22.229755,20.055519,19.2652,18.548473,18.635916,47.055264
20.705931,18.553219,17.677097,17.206583,16.783411,30.199848
19.27696,17.949842,17.293875,16.975916,16.697271,181.851883
21.129791,18.956877,17.630127,17.111073,16.910904,2.083346
19.25275,18.035471,17.332571,16.933437,16.653957,296.531219
19.794226,17.708195,16.763063,16.331909,16.010494,28.002333
19.902845,18.595901,17.76115,17.320721,16.963697,61.703548
20.213461,18.923845,17.948669,17.474592,17.167652,1.47043
19.844187,18.190365,17.211586,16.690672,16.32942,234.451202
19.398371,17.779339,16.776505,16.359539,16.002903,14.229535
20.657955,18.786306,17.863483,17.450951,17.167536,5.428713
19.687061,18.477209,17.642761,17.221407,16.870205,238.314987
18.77006,17.711098,17.285378,17.031382,16.965075,450.769196
19.445625,17.795879,16.496746,16.012833,15.638859,9.224274
18.614756,16.910683,16.338638,16.053232,16.078241,61.682022
21.114138,19.610596,18.96627,19.34976,18.067469,108.05117
20.547188,18.370302,17.396223,16.959497,16.896646,25.286623
19.320303,17.995516,17.364029,16.945259,16.755337,988.618347
20.49151,18.508303,17.822872,17.395472,17.400345,60.972134
19.171207,17.890493,17.41617,17.117739,16.835373,59.760353
19.616497,18.112648,17.268656,16.863482,16.551098,132.485718
19.530741,18.052769,17.177588,16.68494,16.280394,83.245872
19.017559,17.618729,16.896393,16.520567,16.219872,233.597672
20.223211,18.778303,18.506929,19.832701,27.468988,162.304825
19.099545,17.745144,16.972946,16.662394,16.536228,74.712372
20.213467,18.867451,17.724262,17.232811,16.695189,14.901875
19.165846,17.964506,17.424385,17.139362,17.017908,94.08812
19.194647,17.771521,16.984108,16.593113,16.438463,202.611725
20.176426,18.29052,17.261793,16.846333,16.560396,12.543337
18.868647,17.776691,17.293169,16.895576,16.739502,903.763184
19.753418,18.165359,17.223394,16.80389,16.41691,4.742395
20.163584,18.071478,17.128706,16.675911,16.296986,97.429962
19.876535,17.906803,16.755722,16.263611,15.910358,8.607539
20.122963,18.562424,17.634329,17.192486,16.762527,12.525884
19.446011,18.119026,17.35087,16.942295,16.663057,217.823502
20.836714,18.664438,17.615934,17.161732,16.823727,14.881649
19.658619,17.995869,16.970617,16.563534,16.202581,16.080462
19.625317,17.985643,17.006512,16.547941,16.19342,20.551668
19.721167,18.099133,17.342878,16.91028,16.684507,138.609116
19.433792,18.203108,17.568953,17.162952,16.996264,471.858521
21.225174,20.340027,18.809137,18.326544,18.045013,8.471368
18.620226,17.851179,17.478643,17.260576,16.883722,132.380966
19.559383,17.874472,17.069801,16.665329,16.379311,248.118271
21.625929,19.672079,18.035433,17.415508,16.862185,22.025669
20.192593,18.662428,17.860325,17.464693,17.193316,92.780937
19.982342,18.189835,17.28586,16.871202,16.550425,5.620416
20.688717,21.750744,20.852175,20.426878,19.949789,140.838715
19.395882,17.51791,16.622097,16.217691,15.940489,36.503807
21.708061,19.168959,17.707899,17.156952,16.805496,2.74105
19.606945,18.142576,17.371426,16.946718,16.578518,36.278339
