petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,h_alpha_flux
19.295385,18.003922,17.351624,16.970442,16.722857,198.146378
20.132454,18.793571,17.777576,17.315561,17.071802,24.856913
20.431562,18.621893,17.366785,16.85165,16.51289,4.698848
19.710794,18.249695,17.035933,16.551872,16.252453,55.865334
20.30608,18.707695,17.637568,17.147295,16.941212,85.565643
19.953842,18.51819,17.63768,17.129713,16.863825,428.836639
20.427382,18.544804,17.265028,16.794456,16.386446,19.780003
20.50701,18.687366,17.802134,17.273689,16.937691,35.902721
19.660612,17.72357,16.836891,16.41761,16.183456,15.259902
19.302435,17.62916,16.706968,16.296074,15.952531,35.719738
18.338087,17.095915,16.383484,16.008121,15.884912,42.625923
18.997618,17.388329,16.447237,16.033138,15.75566,40.260185
19.317949,18.531794,18.126114,17.762306,17.751884,1112.15723
18.55545,17.133324,16.560535,16.232901,16.097054,70.995033
19.074518,17.902596,17.268747,16.911089,16.767675,194.972061
18.528667,17.241545,16.731195,16.347097,16.246084,270.335632
20.104082,18.404955,17.47291,17.11289,16.832758,1.608019
19.954725,18.355536,17.417789,16.971966,16.618446,14.798585
19.320044,18.268276,17.576429,17.172031,16.981354,66.322289
19.815588,18.184042,17.284906,16.895832,16.586096,3.792378
19.38855,18.267866,17.506369,17.165848,16.900135,55.599758
18.878809,17.891058,17.353374,16.990582,16.749701,155.086121
20.222198,20.080084,18.092218,17.461937,16.91964,0.324971
24.448589,20.916475,19.153473,18.594366,18.162329,1.60635
20.555168,18.961987,17.792503,17.258619,16.978519,17.299896
20.186533,18.564913,17.664013,17.228706,16.906603,55.262684
20.464615,18.820629,17.850052,17.31122,16.959768,108.314484
18.834459,17.803192,17.786835,17.918232,18.218691,2154.87134
18.902426,17.645578,17.000181,17.011223,16.437418,14.726314
20.314827,18.964605,17.982906,17.431067,17.145475,102.988419
19.928076,18.088099,17.157887,16.674538,16.263571,115.141457
19.930445,18.70402,17.711636,17.225607,16.954342,171.326126
20.658993,19.010155,17.951439,17.416479,16.988863,190.734985
20.158186,19.138781,17.99227,17.444613,17.104294,20.998999
21.038631,19.299261,17.789986,17.148035,16.690699,27.632774
24.497778,19.971107,18.419622,17.796341,17.407322,1.944028
22.007387,19.585726,18.157976,17.695208,17.293522,12.896458
19.893385,18.967325,18.010654,17.557749,17.11381,71.509415
20.934536,18.511076,17.545719,17.091749,16.784149,15.701405
18.086164,16.846354,16.537235,16.349289,16.437134,166.464844
20.919746,18.303362,17.664654,17.103504,17.092979,17.439344
20.232775,18.529268,17.672464,17.174328,16.970263,527.570374
20.127388,18.508492,17.687155,17.307035,17.053394,1.081348
18.909283,17.232716,16.478495,16.09874,15.78938,18.988941
20.339769,18.598837,17.690828,17.320305,17.050425,16.631981
20.37285,18.608793,17.617178,17.175554,16.874525,24.082869
19.509441,17.710102,16.78331,16.366793,16.04726,27.726408
20.917793,20.006329,18.630779,17.793194,17.389477,14.856556
21.669113,20.960867,19.134922,18.491955,18.157183,4.485235
24.121614,20.62595,19.854042,19.379307,19.233141,135.779144
20.562674,18.68881,17.688507,17.262764,16.869402,29.271336
19.661289,18.349922,17.607199,17.220703,17.061552,45.818657
18.611084,17.422407,17.143377,16.934534,17.013821,416.968445
20.40505,18.465431,17.492207,17.007404,16.638016,41.391151
18.482403,17.220411,16.714434,16.46718,16.253435,591.494568
19.451197,17.954582,17.167831,16.728544,16.450411,24.8202
20.391964,18.574154,17.766441,17.357988,17.025799,152.739441
19.494616,18.260565,17.597843,17.244173,17.06353,111.285065
19.089077,17.767826,17.141588,16.772184,16.487587,108.17382
20.408915,18.410667,17.379103,16.930052,16.538706,13.04541
19.074455,17.880791,17.308308,16.979427,16.618736,143.08284
20.321417,18.574375,17.624771,17.198229,16.890287,61.549667
20.576992,18.612495,17.599279,17.18083,16.896,8.082506
19.657349,18.421307,17.700171,17.27495,17.089453,87.207436
19.895849,18.473988,17.336731,16.862341,16.543941,23.819632
18.995056,17.750299,17.196465,16.830294,16.761366,89.389885
20.395885,18.843737,17.828262,17.386866,17.058584,2.873878
20.229818,18.606222,17.684694,17.272936,17.009081,220.516953
18.392448,17.047607,16.641861,16.461357,16.521227,78.186142
18.498606,18.292383,17.920626,17.71977,17.113331,494.342651
19.351322,17.623529,16.615799,16.19203,15.86847,48.312794
19.123062,18.137096,17.590036,17.369884,18.12504,115.521057
18.235893,17.323629,16.829254,16.635725,16.450819,37.422443
20.337837,18.563171,17.594189,17.147612,16.798992,16.335176
20.391394,18.667912,17.748869,17.356071,17.005365,2.885605
19.040098,17.957577,17.451756,17.243727,17.122999,45.522621
19.64039,18.133488,17.672432,17.302719,17.733511,14.399056
19.76425,18.13097,17.118174,16.665884,16.361433,11.059234
21.632906,18.471064,17.409946,16.956446,16.555201,30.30237
19.094116,17.789854,17.039268,16.683041,16.488388,126.44931
20.556339,18.726099,17.640438,17.19977,16.896975,18.544672
20.844999,18.678419,17.609112,17.177547,16.746414,14.867555
20.021753,18.053099,17.073702,16.656048,16.33968,11.744747
20.692032,18.270733,17.586866,16.93161,16.645731,228.965332
18.660255,17.492565,17.001795,16.703039,16.543859,343.793396
19.835575,18.434347,17.618845,17.165873,16.814697,258.737915
21.541092,18.87941,17.753773,17.280226,16.997902,0.109279
19.699249,18.485819,17.724369,17.293842,16.933912,192.366409
21.33353,18.904148,17.629034,17.077402,16.762993,27.120667
20.390249,18.54192,17.23543,16.754427,16.351616,3.694568
20.490116,18.430244,17.481773,17.054523,16.761484,21.776928
20.177546,18.404528,17.428335,16.983727,16.625563,50.969692
20.016644,17.936855,17.000505,16.53862,16.185179,130.903152
19.447966,18.380651,17.497225,17.014515,16.912569,51.358871
21.340446,21.208824,19.380566,18.713144,18.331303,14.428668
22.81806,19.41383,18.046448,17.485554,17.033821,12.616077
21.894636,19.32139,17.986454,17.442554,17.032759,9.407056
20.168177,18.97381,17.936434,17.416254,16.913069,66.954956
20.446098,18.201754,17.251986,16.772032,16.399982,58.587341
20.526844,18.807077,17.619106,17.149574,16.792263,12.679102
19.386936,17.447958,16.509737,16.064899,15.710038,3.752143
20.656137,18.585693,17.645134,17.213291,16.988539,15.467833
19.216948,17.917337,17.29073,17.028795,16.906235,725.460693
19.814867,18.037373,17.185326,16.767059,16.465828,102.780045
19.344265,17.401793,16.458191,16.013849,15.671153,6.278814
20.306273,18.932835,17.658733,17.162651,16.795294,50.158169
21.212187,19.053976,17.933987,17.464462,17.052671,147.940445
20.019897,17.692976,16.530161,16.049957,15.653657,2.843784
19.407742,18.624636,17.864601,17.524225,17.151451,56.51643
19.513048,18.718246,17.746943,17.364378,17.101643,41.950928
19.872154,19.117186,18.117777,17.682182,17.364491,42.003872
20.48884,19.054554,17.757811,17.244749,16.815781,23.234249
19.253981,18.26746,17.671337,17.316147,16.975029,108.717384
20.022469,17.851658,16.849792,16.411526,16.074255,52.665943
19.752258,17.867468,16.913429,16.489088,16.16119,4.682594
19.638712,17.916937,16.965929,16.537239,16.242193,40.708588
19.974476,18.286959,17.363201,17.001915,16.633776,1.633721
19.454456,17.989479,17.128986,16.670601,16.455534,86.966766
20.365803,18.891987,17.610281,17.091944,16.68774,20.941353
20.190952,18.447138,17.480822,17.060066,16.685925,8.911764
20.780979,25.257191,17.660151,17.072197,17.070911,210.204025
20.251846,18.931583,17.794462,17.237444,16.926744,55.676067
19.843866,18.364086,17.595379,17.234488,16.985365,133.996536
20.40237,17.971874,16.827883,16.369133,16.066463,1.303885
20.37566,18.703405,17.530752,17.096207,16.73044,27.291323
20.990658,18.921244,17.862698,17.432362,17.087093,6.036392
20.549885,18.196749,17.000511,16.596773,16.26079,5.79573
19.786713,18.183231,17.295427,16.888762,16.590265,26.484579
19.559584,18.098713,17.344839,16.941057,16.685661,187.405869
18.976929,17.805641,17.310053,16.93782,16.827019,323.199066
19.340096,17.481855,16.477142,16.028536,15.684698,19.399561
20.127398,18.53356,17.665686,17.216106,16.921686,91.614273
20.806978,19.051367,17.854042,17.388632,17.046637,3.179781
19.197832,18.218004,17.746889,17.426519,17.330751,57.872082
19.943357,17.628277,16.82839,16.309881,16.047411,8.763202
18.986395,18.069431,17.750383,17.508438,17.400085,582.862854
19.603001,17.485466,16.610088,16.182125,15.873112,2.765436
20.875555,18.383657,17.49613,16.928152,16.638126,635.191223
19.234661,17.233181,16.413425,16.020502,15.771301,7.72582
19.237175,17.488033,16.707388,16.36474,16.373915,5.373282
18.876812,17.710295,17.197039,16.880049,16.705223,306.405304
19.137682,17.39308,16.558514,16.172634,15.870767,8.486768
19.183678,17.334993,16.485483,16.069016,15.737226,8.27241
19.815399,17.806255,16.923943,16.526045,16.286526,9.110365
19.628805,18.130287,17.404882,17.098753,16.849419,19.760807
19.857306,18.139957,17.32303,16.931591,16.669388,4.404939
19.835653,18.068493,17.192165,16.781775,16.471766,1.171308
19.879545,18.279139,17.489649,17.090815,16.778521,3.480874
20.251535,18.315273,17.589542,17.251305,17.072998,9.339065
20.115856,17.715349,16.724131,16.28764,16.131048,17.871843
19.467148,17.69607,16.830351,16.447351,16.099018,6.33479
19.012869,17.294252,16.431686,16.045242,15.74586,0.722365
19.73217,18.059599,17.240702,16.827326,16.516052,3.266609
19.763773,18.454021,17.652897,17.260422,16.998514,0.687294
20.62595,20.471617,18.555281,17.938547,17.78479,8.0924
19.418324,17.872625,17.166512,16.82777,16.561852,35.643814
19.912342,18.045652,17.629755,17.323721,17.202963,118.037178
20.289587,18.630325,17.66345,17.215401,16.856632,51.087074
19.641548,19.090296,17.676676,17.283331,16.88229,4.256379
20.789387,18.795757,17.814791,17.252163,16.961868,127.755341
20.374332,18.621693,17.83362,17.445915,17.176414,123.235596
19.711208,17.855055,16.954844,16.568794,16.245226,3.740197
19.22106,18.108143,17.51029,17.125879,16.948694,655.690918
19.918566,20.303659,18.613308,17.902596,17.653648,8.205296
20.850437,18.653475,17.578392,17.119894,16.726763,2.751055
19.863817,18.453913,17.368988,16.890078,16.479242,3.345031
22.444201,20.795444,18.921274,18.387587,18.130266,51.608238
21.112965,18.884005,17.753571,17.279604,16.921865,10.716002
20.83069,18.394169,17.445673,17.047569,16.760658,18.204889
19.177618,18.288973,17.530979,17.154884,17.145119,69.348946
20.342211,20.782927,18.931311,18.333162,17.708607,5.276744
19.111416,17.807644,16.947071,16.525999,16.195614,52.989777
20.537336,19.021467,17.80966,17.381329,17.15523,11.031844
20.561476,18.919043,17.811136,17.347744,16.998045,21.042475
20.490648,18.638626,17.684221,17.228968,16.826763,70.472801
22.913815,20.74893,19.092634,18.426933,17.915575,1.846107
19.371162,18.875998,18.241362,17.967518,17.493128,342.909424
19.80201,18.054979,17.070074,16.643509,16.290504,27.755909
20.137506,20.018818,18.641657,17.978052,17.735245,5.864939
18.828596,17.898645,17.386919,17.047384,17.043516,256.167511
20.576168,17.881231,17.065071,16.670237,16.396143,31.68095
20.135687,18.547508,17.457251,17.013134,16.632076,13.891631
20.756481,18.996237,17.919363,17.467978,17.069981,8.279236
19.884106,18.129387,17.20369,16.754734,16.408232,20.492159
19.487986,18.02284,17.051958,16.623072,16.282116,176.618118
19.963934,18.276276,17.246664,16.787735,16.409365,17.712063
19.130844,17.612732,16.95253,16.521606,16.32576,271.331848
19.289581,17.772583,17.068169,16.618376,16.481745,850.139526
19.82889,18.51635,17.883528,17.433302,17.118528,270.931488
19.527908,18.347925,17.193178,16.722654,16.447838,48.399384
18.489998,17.362093,16.884911,16.50865,16.472515,486.830872
18.071678,17.03516,16.59351,16.230635,16.270832,724.725769
20.597967,18.912043,17.746035,17.26836,16.971193,23.02035
19.318773,18.167828,17.613455,17.286795,16.938616,473.591522
21.734331,20.374903,18.781031,18.170702,17.635691,0.502325
20.148371,17.879251,16.687866,16.179811,15.839277,5.55032
19.811573,18.48138,17.674212,17.125637,16.872396,168.776062
19.515686,17.83238,16.889719,16.41399,16.03352,59.097584
20.975899,19.189064,18.0271,17.516989,17.114601,2.992949
20.864859,18.996578,17.965927,17.453032,17.163454,10.443456
19.944796,18.155281,17.153151,16.682426,16.273354,78.067772
19.759247,18.618002,17.797611,17.358311,17.014938,135.680527
19.108587,17.905769,17.468649,17.415205,19.415148,38.700706
19.464859,17.939907,17.208345,16.814587,16.554245,78.282799
20.574093,18.742699,17.798607,17.360603,17.013227,3.172481
20.199209,18.382025,17.378969,16.93778,16.564117,3.169652
22.095085,19.119637,17.523777,16.984446,16.637548,5.355675
20.218485,18.330696,17.395903,17.006281,16.655416,0.37052
20.408897,18.510511,17.56135,17.1257,16.745207,20.94681
19.976837,19.347359,18.741779,18.499229,18.205843,548.460449
21.010094,18.699793,17.722717,17.297531,16.984146,3.610846
19.701435,17.891136,16.960533,16.571169,16.44203,7.857981
20.164587,18.246544,17.260168,16.813755,16.484861,30.409218
19.840504,17.505983,16.6029,16.217556,15.852827,5.674232
20.651829,18.503416,17.519995,17.111759,16.771582,5.035368
18.929434,17.391535,16.678118,16.312275,16.329588,28.574398
20.179804,18.022434,17.045721,16.630951,16.247198,3.357787
19.245787,17.888411,17.710152,17.54351,17.26038,333.700592
19.061836,17.403202,16.582602,16.193394,15.936351,42.676708
20.074045,18.535011,17.66909,17.239485,16.949846,27.308777
21.768507,19.139505,17.810207,17.28331,16.87141,3.717519
20.551216,18.666916,17.725155,17.253319,17.040813,79.70974
18.929928,17.986237,17.625105,17.333405,17.295046,487.952271
19.213572,18.032269,17.326899,17.028252,16.811333,71.680794
20.180326,18.380518,16.974396,16.459661,16.072203,7.686281
20.321089,18.429768,17.585653,17.170837,16.923893,207.220383
19.338465,18.090944,17.448538,17.058538,16.775278,90.508873
19.048031,17.232899,16.397898,16.005787,15.708206,246.357071
19.875742,18.187349,17.244398,16.842144,16.548477,8.990862
20.241209,18.60251,17.701082,17.300867,17.060581,8.167974
19.993851,18.404732,17.612131,17.064375,16.926828,47.890186
20.007215,18.082081,17.09565,16.668709,16.337189,143.914246
19.783268,18.250628,17.355654,16.939156,16.585213,103.212975
20.163645,18.344412,17.469221,17.097301,16.747181,1.060667
20.163956,18.651333,17.780651,17.391264,16.997303,40.022217
20.548422,18.714739,17.671696,17.182171,16.81447,48.095791
20.186193,18.194481,17.225355,16.718622,16.278379,28.30933
20.219509,18.562397,17.690048,17.276592,16.955793,0.025607
17.892998,17.299286,17.439741,17.325541,18.678595,1534.10779
19.402683,18.319633,17.726675,17.344505,17.089317,245.18898
18.010702,17.219536,17.022272,16.855179,16.689756,515.846313
19.571438,17.562977,16.61507,16.20788,15.937576,38.09763
19.357435,17.638182,16.66054,16.229435,15.916497,27.916384
19.754732,17.846369,16.867243,16.41143,16.010263,13.647916
19.449564,17.626165,16.71488,16.299994,15.991264,19.685614
18.439898,17.196207,16.526903,16.111383,15.828111,1172.01636
19.243607,17.718016,17.022961,16.640522,16.405371,103.29911
19.737246,18.011122,17.333647,16.97213,16.542046,32.880501
19.689112,18.446531,17.474052,17.053877,16.719355,34.727264
19.907221,18.015287,17.065405,16.611761,16.249495,41.850601
20.009802,18.339497,17.284945,16.783932,16.431822,19.476402
19.006201,17.66614,17.160454,16.92956,16.663034,342.845367
19.562265,17.800777,16.819605,16.281706,15.873424,91.131821
19.582729,18.36587,17.750696,17.481897,17.317312,232.585083
18.950954,17.384743,16.752743,16.4366,16.241442,8.557547
19.06288,18.043358,17.547922,17.104227,16.97419,1550.91003
18.963327,18.580679,18.076036,17.690245,17.606016,365.054108
19.951008,17.871105,16.868732,16.364992,16.432634,58.97868
19.875719,18.535006,17.796234,17.359924,17.014185,134.497025
18.962191,17.288012,16.458437,16.065414,15.722713,184.679306
20.365898,18.543173,17.575678,17.157555,16.819117,7.507505
19.380173,17.802048,16.848793,16.417299,16.090757,10.02208
18.51461,17.513485,17.100071,16.789883,16.71456,312.112793
20.486805,18.572197,17.76701,17.349539,17.037848,3.416364
19.819759,18.617208,17.829081,17.547087,17.23764,1.547603
18.094826,17.311275,17.184574,17.005375,16.837763,563.613342
18.533922,17.551296,17.217751,17.015383,16.903296,442.673309
19.608742,18.17626,17.751472,17.448624,17.787703,210.786407
20.608667,18.497486,17.483885,17.017502,16.674934,2.453115
19.951618,18.151617,17.178328,16.740841,16.391148,70.612534
19.247225,17.507307,16.681322,16.24062,15.801401,50.534752
24.423346,20.518148,18.748806,18.119709,17.800137,1.295852
20.381275,18.608397,17.272333,16.767073,16.343594,0.297102
20.685698,18.967268,17.727972,17.174938,16.76956,64.873741
18.951897,17.787348,17.551731,17.416382,17.20978,289.320374
21.044174,18.959021,17.600788,17.06394,16.720985,10.833441
18.642729,17.39185,16.895004,16.645201,16.653114,146.314972
19.461716,17.698431,16.908998,16.530115,16.19075,60.290314
19.534489,18.190849,17.518263,17.094957,16.86175,512.666321
20.645535,19.167717,17.811056,17.224955,16.951017,54.893536
18.291151,17.19862,16.726212,16.510376,16.313349,380.571747
20.011801,18.631538,17.83444,17.351427,17.130634,422.323669
18.583033,17.505451,16.961472,16.648373,16.641329,70.428658
19.350918,18.178587,17.675098,17.318047,17.286268,156.616119
20.109961,19.266054,18.52441,18.096067,17.758858,121.035011
19.341509,17.410503,16.501785,16.053436,15.73555,32.243523
19.215082,18.28326,17.753273,17.393749,17.309402,191.38446
20.186403,18.533503,17.575403,16.978542,16.940811,3.154609
19.664818,18.308954,17.719584,17.355356,17.161036,167.358337
18.107798,16.910145,16.495665,16.229944,16.2085,212.939926
19.04953,17.92836,17.402431,17.124819,16.901945,173.065842
20.087065,19.056911,18.30584,17.903511,17.798925,182.171722
19.539932,18.090742,17.32445,16.885302,16.606201,318.258331
20.734066,18.734768,17.754139,17.310621,17.00836,9.043618
20.192188,18.601606,17.709829,17.306112,16.969189,4.038283
19.185915,17.442245,16.515423,16.090164,15.772543,65.612656
19.538151,17.956667,17.036482,16.611151,16.413439,20.03685
19.497793,18.468784,17.793924,17.442284,17.235744,191.096329
20.059389,18.343649,17.41914,17.007776,16.793102,184.128677
20.986422,18.881893,17.770527,17.328644,17.162783,9.543532
20.386471,18.553522,17.288725,16.774635,16.536308,30.299494
19.655972,18.268337,17.299749,16.766665,16.433378,76.51545
19.892761,18.65259,17.861799,17.375792,17.207027,149.759537
21.19463,19.608185,18.187899,17.618032,17.150389,14.880507
19.190117,17.9659,17.374254,17.042027,16.91255,122.945061
18.763834,17.648409,17.214701,16.912828,16.590784,90.909637
19.321848,18.065899,17.273989,16.837233,16.607548,143.596222
20.659939,18.354494,17.135727,16.666557,16.233452,4.681859
20.671999,18.5219,17.390034,16.892879,16.5455,6.010735
19.031528,17.468855,16.675602,16.333418,16.120876,23.206867
19.88995,18.461527,17.786392,17.396063,17.167507,48.412971
20.728411,18.861582,17.649446,17.106581,16.710052,76.084778
20.674208,18.376234,17.153765,16.686853,16.361914,4.796527
20.074797,18.990686,17.609846,17.079653,16.735706,10.260439
21.566103,19.073177,17.834198,17.381582,17.08745,3.730395
19.247671,18.251711,17.570724,17.210705,17.026375,258.066223
19.261786,18.104208,17.650627,17.39426,16.931311,34.227169
20.467525,18.585018,17.366087,16.88294,16.483383,5.965537
19.890257,18.417246,17.650831,17.240294,17.098749,110.700722
19.53763,18.305983,17.583569,17.242905,17.067286,317.033661
20.883265,18.78826,17.498894,16.995983,16.727833,8.850108
18.757654,17.330116,16.621319,16.212101,15.964291,253.876953
20.391088,18.619623,17.331707,16.815737,16.441952,14.049425
19.07412,18.056482,17.718189,17.426786,17.228142,186.55191
19.801033,18.294584,17.373571,16.954548,16.687166,8.220223
18.864105,17.774136,17.383245,17.090828,16.911547,334.769714
18.407316,17.192741,16.643349,16.316532,16.168459,340.00882
20.047583,18.085894,17.191986,16.787086,16.475201,6.922426
19.339132,18.030638,17.403027,17.0473,16.66572,81.962524
22.087177,20.424854,18.609928,17.916605,17.475845,27.386526
21.777332,19.284,17.775846,17.261007,17.042456,0.624597
19.562416,18.279133,17.607502,17.192667,16.954432,38.099651
18.599241,17.222721,16.639778,16.342646,16.040779,115.44442
19.705305,18.469309,17.604362,17.150398,16.856533,308.152893
19.454445,18.116795,17.543921,17.184351,16.981241,175.37207
20.919685,18.684139,17.582048,17.092936,16.708029,19.596861
19.08305,17.777979,17.002661,16.542946,16.309155,202.770706
18.760956,17.767794,17.322577,17.075356,16.951061,763.794617
20.744425,18.686918,17.546312,17.063736,16.650501,37.761047
21.729401,19.42318,17.948248,17.392221,17.114115,15.794492
20.130838,17.837721,16.795658,16.34984,16.036146,2.79459
20.206675,18.118898,17.169184,16.745525,16.394281,21.694153
19.256086,17.966604,17.306234,16.921152,16.721411,319.937958
20.181257,18.459091,17.453011,17.063276,16.711548,4.797877
20.985893,18.777689,17.735649,17.265755,16.853607,12.115801
20.357988,18.524488,17.730684,17.319862,17.085323,7.230927
19.731068,18.333578,17.487392,17.01173,16.725315,149.841385
19.300383,18.069359,17.612724,17.334051,17.183224,70.749512
19.727463,18.036053,17.077044,16.591011,16.303978,30.191942
20.293503,18.853287,17.865944,17.415474,17.117325,72.423355
20.71233,18.847342,17.703394,17.105062,16.760046,98.941032
20.052055,18.352247,17.470465,17.048424,16.712519,238.469193
18.859409,17.658726,17.170469,16.910458,16.706968,262.671844
20.861589,19.037613,17.679228,17.176516,16.778368,6.444245
19.695002,18.527925,17.821592,17.471581,17.143904,182.242157
20.757126,20.115269,18.581215,17.956467,17.560253,5.02674
20.57621,18.820795,17.660139,17.156813,17.004326,19.59132
21.588236,19.090208,17.90679,17.416151,17.041643,22.505692
19.266897,18.056862,17.477886,17.187164,17.030071,249.485977
18.585413,17.450087,17.015785,16.689264,16.67914,104.546265
19.359797,18.065241,17.256323,16.861858,16.428301,31.960136
20.46233,18.662167,17.553415,17.105001,16.7551,14.333241
19.209953,17.653069,16.927691,16.480682,16.23875,928.869324
19.384232,17.996521,17.374203,17.052404,16.906572,66.075996
18.787142,17.409243,16.758621,16.401043,16.309927,34.143547
18.507381,17.50305,17.236536,17.092642,16.999783,1001.42859
19.225767,18.094704,17.607861,17.32876,17.137812,560.186768
19.532547,18.415743,17.696815,17.323298,17.071598,493.934021
20.192652,18.529625,17.632891,17.216566,16.977228,52.350746
18.464516,17.185577,16.702906,16.393318,16.230392,354.529205
20.19669,18.513065,17.670332,17.221994,16.91913,138.059586
20.15255,18.788139,17.70565,17.142904,16.777857,15.706413
20.305534,18.597242,17.661232,17.127771,16.691517,46.469879
22.163475,19.544619,18.019262,17.258444,16.806686,9.228825
19.521616,17.923635,17.123857,16.759956,16.451941,6.467638
18.780813,17.407021,16.74362,16.353258,16.138201,466.974915
19.553694,18.098881,17.630785,17.309893,16.917032,110.740417
19.606022,17.9863,17.043716,16.619215,16.214298,2.878933
20.026009,18.092781,17.114502,16.677025,16.34152,18.612431
20.208221,18.345512,17.412495,17.012125,16.714981,20.84436
21.656216,18.913464,17.619867,17.123285,16.791689,0.601131
19.531433,18.260775,17.637739,17.290251,17.075436,168.128082
19.583883,17.824392,16.899662,16.500166,16.172955,25.975832
19.107553,17.456997,16.499044,16.065878,15.751575,14.528133
18.866371,17.555168,16.740536,16.353357,16.075523,36.793095
21.573946,19.68721,18.044365,17.426533,17.213007,15.184347
19.444,18.366489,17.791401,17.507175,17.31649,91.007706
19.838081,18.223856,17.35001,16.994514,16.71266,3.642813
20.478264,18.418316,17.591629,17.15867,17.032238,161.262863
19.302486,18.235275,17.703346,17.438982,17.174494,137.600525
20.184282,19.247601,18.627415,18.265327,18.112839,502.598419
19.885784,17.914232,16.816427,16.370668,15.939353,16.081032
19.333275,18.224678,17.366955,16.921267,16.631092,137.277069
18.876747,17.932312,17.604004,17.41127,17.282188,1015.16125
19.325407,18.237595,17.671074,17.345062,17.392996,152.837936
19.336929,17.675152,16.739035,16.293818,16.038006,162.731888
19.821594,17.92065,16.93811,16.434677,16.092003,23.675676
19.296404,18.31698,17.854132,17.480141,17.407871,507.387909
19.614748,18.298353,17.590868,17.184959,16.872843,250.345306
19.89164,18.380266,17.445972,16.937239,16.584177,198.788177
19.677416,18.018806,17.104328,16.645479,16.273115,57.937489
19.426374,18.477634,17.548822,17.054405,16.790321,57.048111
18.309305,17.096035,16.443731,16.085424,15.944604,29.672068
19.761309,18.485962,17.650345,17.235531,16.966118,247.650757
19.052015,17.993422,16.841856,16.310726,15.943987,188.786865
19.588995,17.686142,16.719473,16.239935,15.904798,13.259248
20.684851,18.855013,17.826473,17.315529,17.003973,18.810974
18.80002,17.590576,17.243143,16.998959,16.744452,93.149612
19.432772,17.797873,17.119467,16.764767,16.467388,47.766232
18.746086,17.550823,16.849352,16.492378,16.370184,71.502502
20.105059,18.59997,17.546505,17.091675,16.734589,36.6278
19.502003,17.975618,17.308203,16.847157,16.516319,11.872313
21.482901,20.53027,18.615824,18.062849,17.692112,23.597504
19.390041,18.298527,17.674805,17.338121,17.086842,168.085373
20.390438,18.824707,17.824404,17.371437,17.108027,61.093025
20.415722,18.19294,17.216433,16.781603,16.432804,11.573037
20.891438,19.086712,17.996885,17.544495,17.338148,12.656701
20.389797,18.43186,17.537474,17.114746,16.85541,14.345528
19.472383,18.086218,17.217329,16.907162,16.728304,10.884662
20.175442,19.174051,18.905754,18.659119,18.550947,285.681183
20.468039,18.483387,17.325529,16.871313,16.548395,31.584297
19.9888,19.141651,17.434969,16.820677,16.554686,3.096568
20.291782,18.985443,17.880926,17.467777,17.138517,7.16883
19.107225,17.883902,17.296873,16.9119,16.743958,213.656708
21.370934,18.94523,17.801224,17.31749,16.869049,2.618093
19.977564,18.296553,17.320282,16.834198,16.5196,16.534708
19.688244,18.08919,17.019022,16.522663,16.179613,75.68
19.489433,17.832758,16.925882,16.479389,16.128626,26.379124
19.627005,17.947557,17.06599,16.59952,16.220861,60.091557
19.934963,18.610783,17.69598,17.280172,16.974607,267.896729
19.497993,18.165606,17.568405,17.224112,17.059511,151.570892
19.717432,18.133324,17.261776,16.840603,16.559515,122.643219
22.603525,20.509483,18.542028,17.90671,17.5791,1.023307
19.172621,17.55625,16.739046,16.290842,15.991035,145.142761
19.849718,18.221714,17.322298,16.895447,16.626951,117.671661
19.808821,18.400507,17.697355,17.32737,17.129221,354.944061
19.355043,17.599167,16.612888,16.189241,15.903895,18.019264
19.266243,17.886209,17.237932,16.897011,16.736925,178.925873
18.550669,17.126688,16.4818,16.016415,15.838944,323.263336
20.59005,18.630335,17.522625,17.053091,16.622786,22.276739
20.6831,18.701258,17.694019,17.259249,17.004618,11.908346
20.045828,18.064035,17.17976,16.779991,16.437523,2.700024
19.55883,18.319639,17.606277,17.187033,17.052561,59.901394
19.544027,18.273825,17.625526,17.267477,16.976812,146.121048
19.931479,18.302555,17.332399,16.949791,16.675821,26.281525
20.150812,18.499144,17.427372,17.013964,16.623096,22.901224
19.626514,17.611963,16.684792,16.263889,15.921537,24.40374
20.609388,18.804337,17.750525,17.341814,16.912521,4.399739
19.927631,17.927372,17.084669,16.854815,16.527281,12.837105
19.911507,18.178587,17.354244,17.000586,16.680967,5.835032
20.223463,18.081856,17.105368,16.68717,16.297173,15.026701
22.41198,20.655138,18.937832,18.381693,17.815573,9.511441
19.71059,18.085167,16.909491,16.430225,16.085703,0.374842
20.741388,18.733616,18.14381,17.868847,17.574032,86.159462
19.611673,18.848452,17.911303,17.401215,17.068398,60.933716
22.363684,19.710638,19.089518,17.710621,17.482149,0.068956
19.483641,18.272556,17.718214,17.41251,17.055687,190.571915
19.463034,18.305866,17.828653,17.576057,17.230364,396.097198
19.15309,17.727919,16.982058,16.614149,16.283037,181.897964
19.223068,17.964369,17.278982,16.91567,16.595242,78.366936
20.030577,17.973352,17.059492,16.626591,16.328411,7.823266
20.646019,18.884699,17.817589,17.439722,17.168409,7.813398
18.368408,17.175344,16.645067,16.324322,16.171276,205.411118
20.236078,18.653225,17.761658,17.330387,17.062048,121.734085
19.752815,18.514574,17.564163,17.138922,16.85129,48.724953
